Latitude,Longitude,Sample Date,coastal,blue,green,red,nir,swir16,swir22,lwir,lwir11,trad,urad,drad,atran,emis,emsd,cdist,scene_date,scene_dist_km,NDMI,MNDWI
-27.495556,26.074722,04-01-2011,,9490.5,11044.5,11540.5,17937.5,18143.5,14152.5,45910.5,,8713.0,2958.0,1357.0,5873.0,9696.5,81.0,738.5,2011-02-16,,-0.005709376125938844,-0.24321639029738168
-26.648056,27.089444,05-01-2011,,8535.0,9597.0,8963.5,19310.5,12954.5,9447.5,44131.5,,8492.0,2526.0,1183.0,6536.0,9836.5,74.0,661.5,2011-02-16,,0.1969936463660307,-0.14888144912755183
-26.970278,27.211111,05-01-2011,,9671.5,11040.0,11496.0,10218.0,7946.5,7735.0,43899.0,,8437.0,2549.5,1194.5,6509.5,9856.0,128.0,390.5,2011-02-16,,0.1250516116601056,0.16293155663234318
-27.38972222,26.46388889,05-01-2011,,10130.0,11597.0,11926.0,11481.0,8583.0,8196.5,44683.5,,8575.0,2791.0,1294.0,6156.0,9856.0,98.0,1207.5,2011-02-16,,0.1444377990430615,0.14935579781962266
-27.044444,27.005,05-01-2011,,8882.5,9908.0,9503.5,17418.5,13987.0,10115.0,44809.5,,8658.0,2570.0,1206.0,6476.0,9803.5,93.0,1193.0,2011-02-16,,0.10926430083902466,-0.17070516844528075
-30.830556,26.921389,06-01-2011,,4189.0,4491.0,4479.0,5266.5,3672.5,3764.5,22100.0,,-665.0,-3943.0,-4484.0,-1474.0,-170.0,-4970.0,-4492.5,2011-02-01,,0.1783197225640432,0.10026336742818522
-27.00222,28.76528,06-01-2011,,8743.0,9691.0,9947.0,13724.0,13005.5,10754.5,,,8762.5,1923.5,944.0,7294.0,,,1386.0,2011-03-21,,0.02688041302680549,-0.1460357323816441
-27.02314,28.59389,06-01-2011,,8893.0,9969.5,10129.0,11490.5,10372.5,9135.0,44360.0,,8632.0,1897.0,933.0,7326.0,9732.0,0.0,193.0,2011-03-21,,0.05113662351918744,-0.01981122800117973
-30.679722,26.7125,06-01-2011,,9235.5,10548.0,11938.0,13400.0,7764.0,7659.0,43283.0,,8372.0,2154.0,1049.0,7002.0,9876.0,99.0,2042.0,2011-02-01,,0.26630126630126505,0.15203145478374755
-30.160091,27.40124,06-01-2011,,9063.0,10060.0,10522.5,14158.0,12037.5,10023.5,44619.5,,8725.0,1981.0,974.0,7212.0,9719.0,124.0,274.5,2011-02-01,,0.08094901796109989,-0.08948976128521287
-32.595833,19.009444,06-01-2011,,9227.5,10334.0,10903.5,15218.5,14735.0,12208.5,47629.0,,10070.0,2505.5,1175.5,7112.5,9714.0,56.0,6441.0,2011-02-28,,0.016141686280401236,-0.17555546691132407
-25.99136,27.84208,10-01-2011,,10629.0,11771.5,11898.0,18631.5,16495.0,12815.0,43996.0,,8326.0,2682.0,1230.0,6310.0,9677.0,39.0,7.0,2011-02-16,,0.060823025351230374,-0.1671059381246346
-26.73806,27.59194,10-01-2011,,8719.0,9167.0,8961.0,9089.5,7963.0,7740.0,43734.0,,8381.0,2495.5,1168.0,6561.5,9856.0,33.0,38.0,2011-02-16,,0.066060694912769,0.07028604786923486
-26.45,28.085833,10-01-2011,,,,,,,,,,,,,,,,,,,,
-30.86013889,29.07125,10-01-2011,,9396.0,10724.5,11634.0,14558.0,11450.0,10000.5,45359.0,,9357.5,1912.0,935.0,7631.0,9832.0,31.5,747.5,2011-01-09,,0.11950169178714197,-0.032717761392590444
-27.356667,27.286389,10-01-2011,,8718.0,9502.5,9290.0,16828.5,12665.5,9643.0,44381.0,,8547.0,2526.0,1187.0,6521.0,9829.5,95.0,930.0,2011-02-16,,0.1411473520037969,-0.14268314687838263
-27.01011111,26.69808333,11-01-2011,,9344.0,10433.5,10728.5,12433.5,9579.5,8531.5,44339.0,,8492.0,2668.0,1245.0,6332.0,9804.5,67.0,592.0,2011-02-16,,0.1296506609730608,0.04267226302903092
-25.73411,27.21422,11-01-2011,,16362.5,17765.0,17879.5,21914.0,22170.5,17965.5,43105.5,,8104.0,2581.0,1190.0,6429.0,9691.5,38.0,0.0,2011-02-16,,-0.005818371536481063,-0.11031538355598375
-26.98472222,26.63227778,11-01-2011,,9414.0,10207.0,10262.5,13683.0,14011.5,11850.5,46784.0,,9156.0,2652.0,1237.0,6366.0,9693.0,77.0,274.5,2011-02-16,,-0.01186156095975731,-0.15709065383900672
-27.398611,26.614722,11-01-2011,,9253.5,10247.0,10126.0,15515.5,12823.0,10403.5,44909.5,,8630.5,2745.0,1277.0,6223.0,9792.0,62.0,210.5,2011-02-16,,0.09501208603137042,-0.11166016471608102
-27.671111,27.236944,11-01-2011,,9693.5,10943.0,11237.5,14887.0,13522.0,11403.0,46121.0,,8990.0,2550.0,1198.0,6476.0,9756.5,96.5,381.5,2011-02-16,,0.04804815375409185,-0.10541590026568524
-29.160278,26.573333,11-01-2011,,,,,,,,,,,,,,,,,2011-04-29,,,
-34.250556,20.9925,11-01-2011,,8456.0,9019.0,9192.0,12323.0,13161.0,10800.5,46597.0,,9562.0,2576.0,1205.0,6755.0,9775.0,22.0,1264.5,2011-01-12,,-0.03288337780568187,-0.18674481514878186
-25.45963889,28.26430556,11-01-2011,,,,,,,,,,,,,,,,,,,,
-25.81048333,27.90955222,12-01-2011,,8693.0,9753.0,9553.5,16870.5,13408.0,10257.0,45209.0,,8630.5,2907.5,1320.0,6041.0,9611.0,106.0,75.5,2011-02-16,,0.11435507042951232,-0.15780838478476683
-27.273889,28.49,12-01-2011,,8456.5,9060.0,9407.5,12333.0,9264.5,8181.0,43282.0,,8372.0,1826.5,903.0,7416.5,9849.0,24.5,187.0,2011-03-21,,0.14207662923949466,-0.011159922508117488
-27.4275,28.525833,12-01-2011,,9231.0,10794.0,11296.0,16767.0,18026.5,15340.5,,,8855.0,1770.5,879.5,7491.5,,,1640.0,2011-03-21,,-0.03619929009728818,-0.2509498447285778
-28.883333,27.89,12-01-2011,,8398.5,9248.0,9399.5,14007.5,12553.5,9979.0,44203.0,,8558.0,1630.0,819.0,7663.0,9605.0,0.0,224.5,2011-03-21,,0.054741914837543565,-0.15161800793523314
-27.00222,28.76528,13-01-2011,,8743.0,9691.0,9947.0,13724.0,13005.5,10754.5,,,8762.5,1923.5,944.0,7294.0,,,1386.0,2011-03-21,,0.02688041302680549,-0.1460357323816441
-27.02314,28.59389,13-01-2011,,8893.0,9969.5,10129.0,11490.5,10372.5,9135.0,44360.0,,8632.0,1897.0,933.0,7326.0,9732.0,0.0,193.0,2011-03-21,,0.05113662351918744,-0.01981122800117973
-30.534167,24.961944,13-01-2011,,9795.0,10835.0,10773.5,15132.5,13586.0,11169.0,45025.0,,8603.0,2542.0,1209.0,6390.0,9762.0,70.0,66.0,2011-02-16,,0.05385030555217002,-0.11264894967446006
-28.460833,21.248889,13-01-2011,,10832.0,12046.5,13063.0,14599.0,12067.0,11038.5,42430.5,,8278.5,2611.0,1245.0,6753.0,9733.0,66.0,129.5,2011-02-13,,0.09495237380934489,-0.0008501461836730428
-29.658056,25.973333,14-01-2011,,9396.0,10765.0,11157.5,14001.0,12520.0,10583.0,45604.0,,8990.0,1613.5,808.0,7641.0,9687.0,69.0,2742.5,2011-02-16,,0.055842539874061854,-0.07537041013527991
-28.760833,17.730278,16-01-2011,,9557.0,11426.0,12802.0,11190.0,7687.5,7645.0,44344.0,,8935.0,1835.0,890.0,7669.0,9880.0,0.0,2447.5,2011-03-14,,0.18553833929280794,0.19559473670442257
-25.513889,31.224444,17-01-2011,,8486.0,9116.5,9137.5,14776.0,12424.0,9895.0,44623.0,,8744.0,4072.0,1779.5,4951.5,9799.0,54.0,1415.0,2011-03-23,,0.0864705882352938,-0.15354796778161997
-26.861111,28.884722,17-01-2011,,8691.0,9550.0,9241.5,17658.5,13746.5,10574.0,45396.5,,9097.0,1477.5,747.0,7957.5,9570.5,0.0,476.5,2011-02-10,,0.12456615188664187,-0.18013435494602117
-31.554722,29.245556,17-01-2011,,8558.0,9449.0,8850.0,19619.0,13890.0,10042.0,46239.5,,9156.0,3247.0,1431.0,5861.5,9825.0,93.0,1227.5,2011-02-27,,0.1709689934047564,-0.19028235999828533
-28.058889,30.373611,17-01-2011,,8452.5,9326.0,9431.0,14514.0,12189.5,9706.0,44904.0,,8911.0,1921.0,939.0,7403.0,9657.0,96.0,267.5,2011-02-10,,0.08704851423970608,-0.13309009783644288
-25.127778,27.628889,18-01-2011,,4984.0,5189.5,5122.0,7814.0,6664.0,5222.0,22583.0,,-497.5,-3682.5,-4376.0,-1702.5,-117.0,-4978.5,-4990.5,2011-03-12,,0.07943086061610664,-0.12439363900957418
-25.20639,27.558,18-01-2011,,10039.0,10466.5,9985.0,14137.5,10315.5,8536.0,44583.0,,8744.0,2629.0,1244.5,6600.5,9619.0,54.0,1.5,2011-03-12,,0.1562998405103662,0.007265903185448912
-24.69514,27.40906,18-01-2011,,9921.0,10647.0,10524.0,15543.0,11919.5,9642.5,45279.0,,8948.5,2725.0,1284.0,6481.0,9529.0,80.0,3.0,2011-03-12,,0.13194355939918023,-0.056388895043537744
-25.681111,31.783333,18-01-2011,,9686.5,10809.0,11154.0,13298.5,10191.0,9261.0,45287.0,,8818.0,4546.0,1944.0,4401.0,9728.5,0.0,176.0,2011-03-23,,0.13229315225951965,0.02942857142857129
-27.802778,28.768333,18-01-2011,,8857.5,9803.5,9811.5,12128.5,9325.0,8486.0,,,8836.5,1929.5,943.0,7316.5,,,985.5,2011-02-10,,0.13067797795231487,0.02501502992916316
-27.398611,26.614722,18-01-2011,,9253.5,10247.0,10126.0,15515.5,12823.0,10403.5,44909.5,,8630.5,2745.0,1277.0,6223.0,9792.0,62.0,210.5,2011-02-16,,0.09501208603137042,-0.11166016471608102
-31.104278,29.399722,18-01-2011,,,,,,,,,,,,,,,,,2011-01-09,,,
-31.396,29.2651,18-01-2011,,9782.5,11835.5,13003.0,12488.0,8894.0,8335.0,45330.0,,8935.0,3465.0,1519.0,5644.0,9856.0,102.5,814.5,2011-02-27,,0.16808530539706218,0.14189922574109293
-33.38056,19.30167,18-01-2011,,9572.0,10665.5,11320.5,15820.0,16377.5,13975.0,47735.5,,10070.0,1957.0,942.0,7648.0,9595.0,27.0,812.0,2011-02-28,,-0.01731500892926464,-0.21121916947084196
-33.31388889,19.07472222,18-01-2011,,8765.0,9546.5,9965.0,13162.5,12786.0,10889.0,46348.5,,9654.5,2322.5,1098.5,7299.5,9732.0,55.0,1541.5,2011-02-28,,0.014509509220186083,-0.14505765140490254
-27.495556,26.074722,18-01-2011,,9490.5,11044.5,11540.5,17937.5,18143.5,14152.5,45910.5,,8713.0,2958.0,1357.0,5873.0,9696.5,81.0,738.5,2011-02-16,,-0.005709376125938844,-0.24321639029738168
-24.39619444,27.08983333,19-01-2011,,,,,,,,,,,,,,,,,2011-03-12,,,
-26.970278,27.211111,19-01-2011,,9671.5,11040.0,11496.0,10218.0,7946.5,7735.0,43899.0,,8437.0,2549.5,1194.5,6509.5,9856.0,128.0,390.5,2011-02-16,,0.1250516116601056,0.16293155663234318
-26.880278,26.965,19-01-2011,,8695.0,9582.5,9354.5,14265.0,14182.0,11071.5,45590.5,,8880.0,2579.0,1207.0,6475.0,9767.5,118.0,825.0,2011-02-16,,0.0029177066122965415,-0.1935449935828644
-27.273889,28.49,19-01-2011,,8456.5,9060.0,9407.5,12333.0,9264.5,8181.0,43282.0,,8372.0,1826.5,903.0,7416.5,9849.0,24.5,187.0,2011-03-21,,0.14207662923949466,-0.011159922508117488
-27.3,28.586944,19-01-2011,,8561.0,9636.0,9929.5,14954.0,14753.0,11537.5,,,8818.0,1793.5,889.0,7459.5,,,816.5,2011-03-21,,0.006766082068199392,-0.20980770019270897
-27.044444,27.005,19-01-2011,,8882.5,9908.0,9503.5,17418.5,13987.0,10115.0,44809.5,,8658.0,2570.0,1206.0,6476.0,9803.5,93.0,1193.0,2011-02-16,,0.10926430083902466,-0.17070516844528075
-30.568333,29.422778,19-01-2011,,8429.5,9196.5,8964.5,16880.0,12987.5,10366.5,45182.5,,9245.5,1575.5,791.5,7959.5,9753.0,45.0,147.5,2011-01-09,,0.1303256047543312,-0.17088892895780666
-30.570833,29.150556,19-01-2011,,,,,,,,,,,,,,,,,2011-01-09,,,
-34.031944,22.053333,19-01-2011,,7784.0,7859.0,7826.0,9058.0,8310.0,7822.0,40384.0,,7516.0,1111.0,567.0,8524.0,9717.0,81.0,188.0,2011-06-14,,0.04306771073238115,-0.027892881439792024
-33.13083,18.86278,19-01-2011,,9873.5,11456.5,12122.5,15187.0,14527.0,12799.0,48196.0,,10319.0,2386.0,1125.0,7245.0,9745.5,85.0,2895.0,2011-02-28,,0.022211752036077198,-0.11817114707410427
-33.7075,18.97444444,19-01-2011,,8918.0,9913.0,10330.5,14270.0,13652.0,11469.5,47751.0,,10042.0,2247.0,1057.0,7341.0,9641.0,95.0,113.5,2011-02-28,,0.022133085022562775,-0.15866751538298257
-25.57877778,29.12747222,19-01-2011,,,,,,,,,,,,,,,,,,,,
-26.006389,29.253889,20-01-2011,,,,,,,,,,,,,,,,,2011-02-10,,,
-27.02314,28.59389,20-01-2011,,8893.0,9969.5,10129.0,11490.5,10372.5,9135.0,44360.0,,8632.0,1897.0,933.0,7326.0,9732.0,0.0,193.0,2011-03-21,,0.05113662351918744,-0.01981122800117973
-30.679722,26.7125,20-01-2011,,9235.5,10548.0,11938.0,13400.0,7764.0,7659.0,43283.0,,8372.0,2154.0,1049.0,7002.0,9876.0,99.0,2042.0,2011-02-01,,0.26630126630126505,0.15203145478374755
-28.460833,21.248889,20-01-2011,,10832.0,12046.5,13063.0,14599.0,12067.0,11038.5,42430.5,,8278.5,2611.0,1245.0,6753.0,9733.0,66.0,129.5,2011-02-13,,0.09495237380934489,-0.0008501461836730428
-30.77586667,29.03221667,20-01-2011,,,,,,,,,,,,,,,,,2011-01-09,,,
-24.925278,29.324444,21-01-2011,,8655.0,9112.0,9276.5,13185.0,13904.5,11277.0,43207.0,,8334.0,1754.0,865.0,7565.0,9758.0,140.0,557.5,2011-05-08,,-0.026560106314254504,-0.20822018986379248
-28.460833,21.248889,21-01-2011,,10832.0,12046.5,13063.0,14599.0,12067.0,11038.5,42430.5,,8278.5,2611.0,1245.0,6753.0,9733.0,66.0,129.5,2011-02-13,,0.09495237380934489,-0.0008501461836730428
-24.679167,30.8025,24-01-2011,,,,,,,,,,,,,,,,,,,,
-25.99136,27.84208,24-01-2011,,10629.0,11771.5,11898.0,18631.5,16495.0,12815.0,43996.0,,8326.0,2682.0,1230.0,6310.0,9677.0,39.0,7.0,2011-02-16,,0.060823025351230374,-0.1671059381246346
-25.49037,30.6986,24-01-2011,,8148.5,8325.0,8241.5,10676.0,8915.5,8274.0,43355.0,,8446.0,2094.0,1002.0,7298.0,9587.0,0.0,0.0,2011-02-10,,0.08986039864226789,-0.034250746788086
-26.970278,27.211111,24-01-2011,,9671.5,11040.0,11496.0,10218.0,7946.5,7735.0,43899.0,,8437.0,2549.5,1194.5,6509.5,9856.0,128.0,390.5,2011-02-16,,0.1250516116601056,0.16293155663234318
-27.671111,27.236944,24-01-2011,,9693.5,10943.0,11237.5,14887.0,13522.0,11403.0,46121.0,,8990.0,2550.0,1198.0,6476.0,9756.5,96.5,381.5,2011-02-16,,0.04804815375409185,-0.10541590026568524
-27.356667,27.286389,24-01-2011,,8718.0,9502.5,9290.0,16828.5,12665.5,9643.0,44381.0,,8547.0,2526.0,1187.0,6521.0,9829.5,95.0,930.0,2011-02-16,,0.1411473520037969,-0.14268314687838263
-27.01011111,26.69808333,25-01-2011,,9344.0,10433.5,10728.5,12433.5,9579.5,8531.5,44339.0,,8492.0,2668.0,1245.0,6332.0,9804.5,67.0,592.0,2011-02-16,,0.1296506609730608,0.04267226302903092
-26.98472222,26.63227778,25-01-2011,,9414.0,10207.0,10262.5,13683.0,14011.5,11850.5,46784.0,,9156.0,2652.0,1237.0,6366.0,9693.0,77.0,274.5,2011-02-16,,-0.01186156095975731,-0.15709065383900672
-27.398611,26.614722,25-01-2011,,9253.5,10247.0,10126.0,15515.5,12823.0,10403.5,44909.5,,8630.5,2745.0,1277.0,6223.0,9792.0,62.0,210.5,2011-02-16,,0.09501208603137042,-0.11166016471608102
-33.818056,19.694722,25-01-2011,,,,,,,,,,,,,,,,,2011-01-28,,,
-25.45963889,28.26430556,25-01-2011,,,,,,,,,,,,,,,,,,,,
-33.897778,20.012778,25-01-2011,,8707.0,9154.0,9119.0,13871.0,11520.0,9420.0,44339.0,,8892.0,2345.0,1092.0,7116.0,9687.0,42.0,62.0,2011-01-28,,0.0925918632586346,-0.1144432620682978
-25.81048333,27.90955222,26-01-2011,,8693.0,9753.0,9553.5,16870.5,13408.0,10257.0,45209.0,,8630.5,2907.5,1320.0,6041.0,9611.0,106.0,75.5,2011-02-16,,0.11435507042951232,-0.15780838478476683
-34.065833,20.404167,26-01-2011,,8061.0,8387.0,8402.0,13535.0,10165.0,8604.0,45420.0,,9153.0,2551.0,1197.0,6822.0,9645.0,82.0,600.0,2011-01-12,,0.14219409282700363,-0.09583872358775283
-24.058889,31.237222,26-01-2011,,8702.0,9468.5,9677.5,14757.5,13111.5,10821.0,44531.5,,8576.5,3334.0,1501.0,5666.0,9620.0,49.0,34.0,2011-04-24,,0.059062040259786654,-0.16133746678476457
-26.648056,27.089444,26-01-2011,,8535.0,9597.0,8963.5,19310.5,12954.5,9447.5,44131.5,,8492.0,2526.0,1183.0,6536.0,9836.5,74.0,661.5,2011-02-16,,0.1969936463660307,-0.14888144912755183
-26.880278,26.965,26-01-2011,,8695.0,9582.5,9354.5,14265.0,14182.0,11071.5,45590.5,,8880.0,2579.0,1207.0,6475.0,9767.5,118.0,825.0,2011-02-16,,0.0029177066122965415,-0.1935449935828644
-27.273889,28.49,26-01-2011,,8456.5,9060.0,9407.5,12333.0,9264.5,8181.0,43282.0,,8372.0,1826.5,903.0,7416.5,9849.0,24.5,187.0,2011-03-21,,0.14207662923949466,-0.011159922508117488
-27.044444,27.005,26-01-2011,,8882.5,9908.0,9503.5,17418.5,13987.0,10115.0,44809.5,,8658.0,2570.0,1206.0,6476.0,9803.5,93.0,1193.0,2011-02-16,,0.10926430083902466,-0.17070516844528075
-34.092222,21.295278,26-01-2011,,8666.0,9525.0,9683.0,14913.0,13943.0,11317.0,41314.5,,7888.0,1102.0,563.0,8543.0,9802.5,99.0,317.5,2011-06-14,,0.03361519268089814,-0.18825634907107472
-27.02314,28.59389,27-01-2011,,8893.0,9969.5,10129.0,11490.5,10372.5,9135.0,44360.0,,8632.0,1897.0,933.0,7326.0,9732.0,0.0,193.0,2011-03-21,,0.05113662351918744,-0.01981122800117973
-26.73806,27.59194,27-01-2011,,8719.0,9167.0,8961.0,9089.5,7963.0,7740.0,43734.0,,8381.0,2495.5,1168.0,6561.5,9856.0,33.0,38.0,2011-02-16,,0.066060694912769,0.07028604786923486
-28.760833,17.730278,30-01-2011,,9557.0,11426.0,12802.0,11190.0,7687.5,7645.0,44344.0,,8935.0,1835.0,890.0,7669.0,9880.0,0.0,2447.5,2011-03-14,,0.18553833929280794,0.19559473670442257
-26.861111,28.884722,31-01-2011,,8691.0,9550.0,9241.5,17658.5,13746.5,10574.0,45396.5,,9097.0,1477.5,747.0,7957.5,9570.5,0.0,476.5,2011-02-10,,0.12456615188664187,-0.18013435494602117
-26.73806,27.59194,31-01-2011,,8719.0,9167.0,8961.0,9089.5,7963.0,7740.0,43734.0,,8381.0,2495.5,1168.0,6561.5,9856.0,33.0,38.0,2011-02-16,,0.066060694912769,0.07028604786923486
-25.127778,27.628889,01-02-2011,,4984.0,5189.5,5122.0,7814.0,6664.0,5222.0,22583.0,,-497.5,-3682.5,-4376.0,-1702.5,-117.0,-4978.5,-4990.5,2011-03-12,,0.07943086061610664,-0.12439363900957418
-24.69514,27.40906,01-02-2011,,9921.0,10647.0,10524.0,15543.0,11919.5,9642.5,45279.0,,8948.5,2725.0,1284.0,6481.0,9529.0,80.0,3.0,2011-03-12,,0.13194355939918023,-0.056388895043537744
-27.363611,31.783333,01-02-2011,,8437.0,9281.0,8994.5,17894.5,13078.0,9695.0,46580.0,,8990.0,3743.0,1649.0,5116.0,9825.0,0.0,225.0,2011-02-11,,0.15550891920251786,-0.16981975938100913
-27.802778,28.768333,01-02-2011,,8857.5,9803.5,9811.5,12128.5,9325.0,8486.0,,,8836.5,1929.5,943.0,7316.5,,,985.5,2011-02-10,,0.13067797795231487,0.02501502992916316
-29.160278,26.573333,01-02-2011,,,,,,,,,,,,,,,,,2011-04-29,,,
-34.329722,18.990278,01-02-2011,,8637.5,8959.0,9581.5,10864.0,12654.0,11808.5,44761.0,,8892.0,2338.0,1089.0,7026.0,9613.0,60.0,172.0,2011-04-09,,-0.07611191427842472,-0.1709619210660243
-25.20639,27.558,02-02-2011,,10039.0,10466.5,9985.0,14137.5,10315.5,8536.0,44583.0,,8744.0,2629.0,1244.5,6600.5,9619.0,54.0,1.5,2011-03-12,,0.1562998405103662,0.007265903185448912
-23.281,30.54305556,03-02-2011,,11432.0,11879.5,12142.0,17210.0,18270.5,15619.5,41052.5,,7661.0,1386.0,693.0,8176.0,9580.0,46.0,0.0,2011-05-25,,-0.029889657699299528,-0.21197346600331607
-28.801278,31.955389,03-02-2011,,8429.0,9427.0,9127.5,16685.5,12127.0,9348.0,43721.0,,8547.0,1939.0,924.0,7394.0,9825.5,18.0,599.0,2011-04-09,,0.15821258134490185,-0.12526677182889429
-27.00222,28.76528,03-02-2011,,8743.0,9691.0,9947.0,13724.0,13005.5,10754.5,,,8762.5,1923.5,944.0,7294.0,,,1386.0,2011-03-21,,0.02688041302680549,-0.1460357323816441
-27.02314,28.59389,03-02-2011,,8893.0,9969.5,10129.0,11490.5,10372.5,9135.0,44360.0,,8632.0,1897.0,933.0,7326.0,9732.0,0.0,193.0,2011-03-21,,0.05113662351918744,-0.01981122800117973
-27.3,28.586944,03-02-2011,,8561.0,9636.0,9929.5,14954.0,14753.0,11537.5,,,8818.0,1793.5,889.0,7459.5,,,816.5,2011-03-21,,0.006766082068199392,-0.20980770019270897
-30.679722,26.7125,03-02-2011,,9235.5,10548.0,11938.0,13400.0,7764.0,7659.0,43283.0,,8372.0,2154.0,1049.0,7002.0,9876.0,99.0,2042.0,2011-02-01,,0.26630126630126505,0.15203145478374755
-28.460833,21.248889,03-02-2011,,10832.0,12046.5,13063.0,14599.0,12067.0,11038.5,42430.5,,8278.5,2611.0,1245.0,6753.0,9733.0,66.0,129.5,2011-02-13,,0.09495237380934489,-0.0008501461836730428
-28.460833,21.248889,04-02-2011,,10832.0,12046.5,13063.0,14599.0,12067.0,11038.5,42430.5,,8278.5,2611.0,1245.0,6753.0,9733.0,66.0,129.5,2011-02-13,,0.09495237380934489,-0.0008501461836730428
-29.140556,31.391944,07-02-2011,,9784.5,11594.0,12548.0,13930.0,8610.0,8471.0,47176.0,,8658.0,4784.0,1976.0,3666.0,9856.0,75.5,1312.0,2011-02-11,,0.23602484472049587,0.1476935260344479
-25.99136,27.84208,07-02-2011,,10629.0,11771.5,11898.0,18631.5,16495.0,12815.0,43996.0,,8326.0,2682.0,1230.0,6310.0,9677.0,39.0,7.0,2011-02-16,,0.060823025351230374,-0.1671059381246346
-24.058889,31.237222,07-02-2011,,8702.0,9468.5,9677.5,14757.5,13111.5,10821.0,44531.5,,8576.5,3334.0,1501.0,5666.0,9620.0,49.0,34.0,2011-04-24,,0.059062040259786654,-0.16133746678476457
-26.73806,27.59194,07-02-2011,,8719.0,9167.0,8961.0,9089.5,7963.0,7740.0,43734.0,,8381.0,2495.5,1168.0,6561.5,9856.0,33.0,38.0,2011-02-16,,0.066060694912769,0.07028604786923486
-30.86013889,29.07125,07-02-2011,,9396.0,10724.5,11634.0,14558.0,11450.0,10000.5,45359.0,,9357.5,1912.0,935.0,7631.0,9832.0,31.5,747.5,2011-01-09,,0.11950169178714197,-0.032717761392590444
-27.356667,27.286389,07-02-2011,,8718.0,9502.5,9290.0,16828.5,12665.5,9643.0,44381.0,,8547.0,2526.0,1187.0,6521.0,9829.5,95.0,930.0,2011-02-16,,0.1411473520037969,-0.14268314687838263
-28.058889,30.373611,07-02-2011,,8452.5,9326.0,9431.0,14514.0,12189.5,9706.0,44904.0,,8911.0,1921.0,939.0,7403.0,9657.0,96.0,267.5,2011-02-10,,0.08704851423970608,-0.13309009783644288
